"province","id","description"
9,"164","Tamboril"
9,"169","Villa Gonzalez"
9,"63","Santiago"
9,"713","Santiago"
9,"714","Cerro Hermoso"
9,"715","La Moraleja"
9,"716","Cerro Hermoso"
9,"719","Cerros de Gurabo"
9,"720","Los Reyes"
9,"721","Gurabo"
9,"722","Gurabo"
9,"723","El Portal"
9,"725","Cerro Alto"
9,"726","Cerro de Gurabo l"
9,"727","Cerro de Gurabo ll"
9,"728","Cerro de Gurabo lll"
9,"731","Dorado ll"
9,"735","Flor de Gurabo"
9,"737","Jardines del Norte"
9,"738","Jardines Metropolitanos"
9,"739","La Esmeralda"
9,"740","Villa Olga"
9,"744","La Española"
9,"745","La Loteria"
9,"746","La Rinconada"
9,"747","La Rosaleda"
9,"750","La Trinitaria"
9,"751","La Zurza I"
9,"755","Las Colinas"
9,"756","Las Damas"
9,"757","las Dianas"
9,"758","LLanos de Gurabo"
9,"760","los Alamos"
9,"761","Los Colegios"
9,"766","Los Samanes"
9,"767","Pinos de Villa Olga"
9,"768","Quinta de Rincon Largo"
9,"770","Reparto del Este"
9,"778","Panorama"
9,"779","Tavares Oeste"
9,"781","Rincon Largo"
9,"782","Casilda"
9,"791","Paraiso I"
9,"794","Thomen"
9,"795","Villa Maria"
9,"797","Av. Juan Pablo Duarte"
9,"798","Av. Estrella Sadhala"
9,"799","Av. 27 De Febrero"
9,"802","Av.Bartolome Colon"
9,"805","Vista de Cerro Alto"
9,"806","El Embrujo I"
9,"809","El Embrujo III"
9,"810","El Dorado I"
9,"811","Monte Verde"
9,"813","Los prados I"
9,"827","Don Pedro"
9,"828","Autopista Duarte"
9,"832","La Barranquita"
9,"834","Las Carmelitas"
9,"836","Sabaneta de las palomas"
9,"837","Monte Adentro"
9,"839","Ave. Circunvalacion"
9,"843","Jardines del Este"
9,"846","Las Charcas"
9,"849","El Copal  II"
9,"851","Av. Hispano Americano"
9,"857","Autopista Santiago Navarrete"
9,"859","Pontezuela"
9,"863","Herradura"
9,"873","Padre Las Casas"
9,"874","Camp David"
9,"877","Reparto Imperial"
9,"880","Bella vista"
9,"881","La Catalina"
9,"883","El Doral"
9,"884","Las Americas"
9,"902","Arroyo Hondo"
10,"121","Palmar de Ocoa"
10,"73","Azua"
10,"954","Azua"
10,"956","Hatillo"
11,"81","Barahona"
11,"82","Cabral"
11,"84","Paraiso"
18,"104","Montecristi"
20,"148","Valverde Mao"
21,"69","Moca"
21,"95","Gaspar Hernandez"
22,"129","Salcedo"
23,"113","Piedra Blanca"
23,"114","Maimon"
23,"70","Bonao"
24,"117","San Jose de Ocoa"
24,"190","Palmar de Ocoa"
25,"1047","Villa Altagracia"
25,"1048","Los Mogotes"
25,"1050","Rancho La Cumbre"
25,"1051","Colina de Mina"
25,"138","Cambita Garabito"
25,"140","Bajos De Haina"
25,"141","Palenque"
25,"142","Villa Altagracia"
25,"144","Najayo"
25,"159","Hatillo"
25,"167","Haina"
25,"66","San Cristobal"
25,"908","San Cristobal"
25,"911","Canastica"
26,"109","Monte Plata"
26,"110","Bayaguana"
26,"111","Sabana Grande De Boya"
26,"112","Yamasa"
27,"72","Cotui"
28,"65","San Francisco De Macoris"
29,"101","Nagua"
29,"102","Cabrera"
29,"103","Rio San Juan"
30,"99","Hato Mayor"
31,"94","Miches"
34,"165","Bavaro"
36,"194","Nagua Centro"
43,"191","San Francisco"
